"";"id";"name";"country";"gwno";"continent";"origin";"purpose_text";"size";"organization";"reason_membership";"headcount_high";"other";"location";"accuracy_formed";"headcount_low";"weapon_training";"party_id";"other_connection";"accuracy_dissolved";"treatment_civilians";"name_assigned";"reference_meta";"termination";"last_activity";"date_formed";"year_formed";"month_formed";"day_formed";"date_terminated";"year_terminated";"month_terminated";"day_terminated";"year_terminated_alt";"purp_protect_institutions";"purp_protect_leader";"purp_protect_border";"purp_protect_property";"purp_protect_security";"purp_intimidate_ethnic_religious";"purp_destabilise_neighbour";"purp_intelligence";"purp_intimidate_civilian";"purp_anti_crime";"purp_intimidate_opposition";"purp_fight_insurgents";"member_ethnic";"member_religious";"member_ideology";"member_village_rural";"member_urban";"member_security_forces";"member_mercenary";"member_unemployed";"member_adolescent";"member_former_rebel";"member_children";"member_ex_soldier";"member_party_activist";"member_criminals";"member_worker";"member_foreign_national";"member_student";"member_peasant";"link_person";"link_party";"link_state_institution";"link_unclear";"link_subnational_gov";"link_military";"govcreator_other";"govcreator_unclear";"govcreator_person";"govcreator_subnational";"govcreator_party";"govcreator_military";"govcreator_state_institution";"rel_benefit_knowledge";"rel_benefit_local_presence";"rel_benefit_local_support";"rel_benefit_faster_mobil";"rel_benefit_cheaper_mobil";"rel_benefit_deniability";"rel_benefit_coup_proof";"rel_benefit_use_violence";"rel_benefit_loyalty";"violencetype_kidnap";"violencetype_kill";"violencetype_beat";"violencetype_torture";"violencetype_sexual";"target_civilian";"target_criminal";"target_immigrant";"target_govcritic";"target_rebel";"target_unclear";"target_ethnic";"target_military";"target_aidworker";"target_pko";"target_foreigner";"target_pgm";"target_religious";"target_journalist";"target_peasant";"target_foreign_military";"target_student";"termtype_disarmed";"termtype_gov_change";"termtype_border_change";"termtype_pgm_defect";"termtype_gov_defect";"termtype_integrate";"termtype_unclear";"support_gov";"support_corporation";"support_land";"support_self";"support_loot";"support_unclear";"support_military";"support_foreign_gov";"support_drugs";"support_crime";"support_foreign";"support_village";"sponsor_US";"sponsor_Canada";"sponsor_Cuba";"sponsor_Argentina";"sponsor_UK";"sponsor_France";"sponsor_Germany";"sponsor_Russia";"sponsor_Nigeria";"sponsor_Kenya";"sponsor_Tanzania";"sponsor_Ethiopia";"sponsor_Angola";"sponsor_South_Africa";"sponsor_Libya";"sponsor_Iran";"sponsor_Iraq";"sponsor_Syria";"sponsor_Israel";"sponsor_Saudi_Arabia";"sponsor_Qatar";"sponsor_UAE";"sponsor_N_Korea";"sponsor_Vietnam";"sponsor_Australia";"ethnicmember01";"gwgroupid_m01";"ethnicmember02";"gwgroupid_m02";"ethnicmember03";"gwgroupid_m03";"ethnicmember04";"gwgroupid_m04";"gwgroupid_p01";"ethnicpurpose01";"gwgroupid_p02";"ethnicpurpose02";"gwgroupid_p03";"ethnicpurpose03";"gwgroupid_t01";"ethnictarget01";"gwgroupid_t02";"ethnictarget02";"gwgroupid_t03";"ethnictarget03";"predecessor_id01";"predecessor01";"predecessor_id02";"predecessor02";"successor_id01";"successor01";"successor_id02";"successor02";"prior_ucdp01";"prior_ucdp02";"post_ucdp01";"post_ucdp02";"government_relation";"gov_formed";"gov_trained_equipped";"shared_info_ops";"shared_personnel";"pmc";"prior_group";"prior_armed";"prior_rebel";"post_rebel";"primary_mem";"alt_primary_mem";"info_ethnic_mem";"info_ethnic_targ";"info_ethnic_purp";"members_paid";"members_coerced";"members_killed"
"41";61;"Organization of free young Algerians";"Algeria";615;"Africa";"The group was formed as a clandestine death squad of the DRS (Algerian security services) under General Toufik.";"The group was created in order to revenge Islamic fundamentalists’ attack, so that the military did not have to use the official forces and could deny the violence (Wikipedia).";"";"The group belongs to the DRS security forces and was founded under General Toufik. The de-facto leader of the organization supposedly was General Mohamed Lamar, head of the CC/ALAS (Centre Command of the Antisubversive Fight). The group works in the same way as the ORAF (Organization of the French Algerian Resistance) group did during the Independence War (Wikipedia).";"Members joined the group because they want to eradicate Islam from Algeria (Wikipedia).";NA;"The group is also called Organization of Young Free Algerians, and is known under its French acronym OJAL (Organisation des jeunes Algériens libres).";"Algiers";"dy";NA;"";".";"";"dy";"The group killed civilians, especially those they suspected of being sympathetic to the Islamist fundamentalists (Wikipedia). There are also reports of systematic torture and abductions, tolerated by the government.";0;"Wikipedia. “Organization of Young Free Algerians”.
https://en.wikipedia.org/wiki/Organisation_of_Young_Free_Algerians";"There is no information on termination, but there is no evidence that the group was active after 1995 (Wikipedia).";1995;1993-11-05;1993;11;5;NA;NA;NA;NA;1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;"";NA;"";NA;"";NA;"";NA;NA;NA;NA;1;2;1;2;2;1;1;NA;NA;1;0;0;3;3;3;2;1;0
"42";62;"Ninjas";"Algeria";615;"Africa";"";"The Ninjas were used to intimidate and fight opposition and Islamist fundamentalists. They were successful in spreading fear among the population. The government was able to use Ninjas to order killings and massacres while denying responsibility and blaming the Islamists.";"";"";"Members are said to have nothing to lose as they are social outcasts, wanting to take revenge on society. These include former soldiers and orphans without family.";NA;"The Ninjas are a special anti-Islamist paramilitary police unit. The primary targets are Islamic fundamentalists, but the group also targets civilians whom they suspect of having relations with the Islamists. Especially at the beginning referred to as “government death squads”.";"Algiers";"yr";NA;"";"";"";"dy";"The PGM was involved (sometimes alongside government forces) in massacres against civilians. It targeted and killed men based on suspicion that they might belong to Islamists. They were encouraged by the government to do so. ";0;"Information was taken from news sources listed in the PGMD.";"";2013;1993-05-12;1993;5;12;NA;NA;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;"";NA;"";NA;"";NA;"";NA;NA;NA;NA;1;1;2;2;2;1;1;NA;NA;1;5;0;3;3;3;1;1;0
"43";63;"Groups for Legitimate Defense (aka Patriots)";"Algeria";615;"Africa";"The government legalized, formed and supplied weapons to civilian defense groups. It also freed jailed GIA terrorists, asking them to turn against their former comrades. It emerged during the Algerian civil war but continued to be active afterwards.";"The group’s purpose is to support the army in its fight against Islamists. The group is carrying out many actions alongside the army.";"In 1990, the group had around 300,000 members. 
Especially after the massacres of 1997 the size of the group was increased (Wikipedia).
In 1998, a news source mentions the group to have 150,000 members, while in 2000 around 200,000 fighters were reported.";"";"There is little information on reasons for membership. Some members allegedly joined to get out of jail.";3e+05;"Patriots still active in 2008 and 2009 with numerous operations conducted in membership with the Security Forces. 
Patriots participated in discovery operations in 2010";"Bibans area, Bou-Arreridj region";"yr";150000;"The group was armed and trained by the army (Wikipedia).";"";"";"dy";"The group reportedly killed civilians. There is no information on the government ‘s reaction. ";0;"Wikipedia. “Algerian Civil War”. https://en.wikipedia.org/wiki/Algerian_Civil_War";"";2012;1990-08-18;1990;8;18;NA;NA;NA;NA;NA;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;"";NA;"";NA;"";NA;"";NA;NA;NA;NA;2;3;2;2;1;1;3;1;1;1;3;0;3;3;3;2;1;0
"44";64;"Communal Guards";"Algeria";615;"Africa";"The Communal Guards were established in 1995 by the government. Over the following months, further communal guards were created.";"The main purpose is to support security forces in their fight against Islamic fundamentalist terrorists (Wikipedia. ""2009 in Algeria"" /news sources). They are regularly active in combat missions against terrorists.";"-	The group has a size of around a maximum of 16,000 fighters, though it is not entirely clear if all of the mentioned fighters are active within the Communal Guards or other structures. Recruitment went on after the founding until at least 1996, so the initial size supposedly increased during this time period.";"";"Members joined in order to fight for the government during the war against terrorism, and to take revenge against the Islamists. They also received financial benefits, though the role of the payments for membership is unclear.";16000;"The Communal Guards sometimes appear in sources as a forerunner or subset of Groups for Legitimate Defense (GLD). It appears that the two groups are separate and that Communal Guards are a kind of local policemen, whereas GLD are an armed civilian militia.";"nationwide";"yr";NA;"The Communal Guards are armed by the government and were training with the gendarmerie. No mention of training after 1995. They are described as being heavily-armed.";"";"";"dy";"One of the minor purposes of the Communal Guards is to protect civilians. However, they were accused of willful killings of unarmed civilians, and act indiscriminately against the families of terrorists. The government allegedly used the Communal Guards to punish its enemies, which included civilians.";0;"Wikipedia.  “2009 in Algeria”.  https://en.wikipedia.org/wiki/2009_in_Algeria  

Information was taken from news sources listed in the PGMD";"The group was still active in 2014.";2014;1995-01-01;1995;1;1;NA;NA;NA;NA;NA;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;"";NA;"";NA;"";NA;"";NA;NA;NA;NA;2;2;2;2;1;1;1;NA;NA;1;3;0;3;3;3;2;1;4
"45";65;"Civil Defence Organization (ODC)";"Angola";540;"Africa";"The Civil Defence Organization was set up by the MPLA during the civil war.";"The Civil Defence Organization was originally founded for civilians to defend themselves against rebel attacks. The PGM was involved in many massacres, not limiting its actions to defense.";"";"";"Members helped themselves to thousands of pounds’ worth of food and medicines stored in UN warehouses.";NA;"Members are mainly demobilized soldiers of the old government army and MPLA activists. This PGM might be the same organization as the “popular defence organization”.";"Cuito, Cachicua, Nharea, Bie Province, Benguela Province";"yr";NA;"The government distributed arms to the people who made up the Civil Defense Organization. Members were armed with AK-47 assault rifles";"MPLA [Popular Movement for the Liberation of Angola]";"";"dy";"The PGM was involved in systematic elimination of Unita supporters, with more or less official sanction, and sometimes alongside police forces. Regular attacks against Unita supporters are reported between 1992 and 2005. Zaireans were also targeted and killed.";0;"Information was taken from news sources listed in the PGMD.";"According to a news source from July 2004, the ODC was banned, but still backed by the ruling party, which also did not disarm the relevant civilian population. The Civil Defence Organization's last armed operation was in March 2005. In 2011 the group still seems to exist, but it is unclear whether they are still armed.";2005;1992-11-08;1992;11;8;NA;NA;NA;NA;2005;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;"";NA;"";NA;"";NA;"";NA;NA;NA;NA;2;2;2;2;1;1;1;NA;NA;1;5;6;3;3;3;1;1;2
"46";69;"People's militia and vigilance brigades";"Mozambique";541;"Africa";"";"The government armed and organized civilians into vigilance militias that were supposed to repel other armed groups financed by South Africa.";"The militia had about 500 members.";"In 1987, there were calls to establish a national high command of the militia in order to integrate the group into the government’s security apparatus.";"No information.";500;"";"nationwide, Lalaua District, Sofala Province";"yr";NA;"In 1989, the national parliament approved that the militia would receive official training. Some of the PGM’s weapons were seized in 1984. There is no information on training sessions or details on weapons.";"Frelimo";"";"yr";"President Chissano portrayed the militia as very effective tool to protect the civilian population from attacks by the Mozambique National Resistance movement. For instance, militiamen killed members of armed gangs. There are no reports on how the militia treated civilians.";0;"Information was taken from news sources listed in the PGMD.";"A cease-fire commission began dissolving the militia in late 1993. The militiamen argued they would only accept disarmament when they were paid a financial compensation.";1994;1981-07-07;1981;7;7;1994-01-01;1994;1;1;1994;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;"";NA;"";NA;"";NA;"";NA;NA;NA;NA;2;2;2;2;1;1;1;NA;NA;1;3;0;3;3;3;1;1;0
"47";70;"Executive Outcomes";"Sierra Leone";451;"Africa";"Executive Outcomes was a private military company, founded in South Africa in 1989 (Wikipedia). In 1995, they were contracted to fight RUF rebels in Sierra Leone.";"Executive Outcomes provided all aspects of a highly trained modern army and was hired to fight RUF rebels as the army of Sierra Leone was less professional and incapable of countering the rebels.  Between December 1995 and October 1996, the group launched a series of offensives that secured the Freetown area, reoccupied the diamond mines, and eliminated the RUF bases. After EO destroyed RUFs key base in January 1996, they began serious negotiations for the first time. However, after the group left Sierra Leone, RUF rebels sacked the capital (Wikipedia, Amnesty International 2006, Spearin 2009).";"Executive Outcomes had about 2000 members in total, with around 350 operating in Sierra Leone (Spearin 2009). One news source suggests up to 500 mercenaries fighting in the country.";"The government exercised control over the group via their contract and payment.";"The group was hired for their professional expertise in fighting and contractually bound.";500;"";"Freetown, Bo, East and Southern Regions";"mo";NA;"As the group was hired for their expertise in fighting and weaponry, they were logically not trained by the government of Sierra Leone. They provided armour, support aircraft and battle tanks. They were bought from sources in the worldwide arms trade within Africa and Eastern Europe (Wikipedia). As the military had considerable deficiencies, the Executive Outcomes trained and worked instead with the Kamajor militia (Spearin 2009).";"";"";"mo";"no information";0;"Amnesty International. 2006. “The call for tough arms controls: Voices from Sierra Leone.”

Spearin, Christopher. 2009. “Back to the future? International private security companies in Darfur and the limits of the Executive Outcomes example.” International Journal 64 (4): 1095-1107.

Wikipedia. “Executive Outcomes”. https://en.wikipedia.org/wiki/Executive_Outcomes";"Before the elections in 1997, the government capitulated to international pressure from the IMF to withdraw the group from the country (Wikipedia).";1996;1995-05-07;1995;5;7;1997-01-02;1997;1;2;1997;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;"";NA;"";NA;"";NA;"";NA;NA;NA;NA;2;1;1;2;1;2;2;2;1;1;5;0;3;3;3;2;1;0
"48";71;"Naparama";"Mozambique";541;"Africa";"The militia was formed in 1990 as a local force in Nampula. After success in this province, the militia extended their operations to Zambezia province.";"The government aligned with the militia to support the regular armed forces in their war against the rebel Mozambican National Resistance.";"The militia had 9,000 members in 1994.";"The PGM was led by a spiritual leader who was worshipped by many of the group’s members as liberator.";"Members strongly believed in the spiritual powers of the PGM’s leader. They included local residents from Nampula province and former refugees.";9000;"In 1991, Naparama’s spiritual leader died. The militiamen believed in a spiritual power which was supposed to make them invulnerable to spears and injuries. Other names of the militia were Naprama and Nacrama.";"Zambezia, Nampula";"yr";NA;"The militia was equipped with spears and rifles.";"(Frelimo)";"";"dy";"Group members were supported by villagers who brought them food. It is unclear whether the residents were coerced to do so or if they actually supported Naparama.";0;"Information was taken from news sources listed in the PGMD.";"Police collected weapons 1994.";1994;1990-06-05;1990;6;5;1994-08-08;1994;8;8;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;"";NA;"";NA;"";NA;"";NA;NA;938;NA;1;1;1;1;1;1;1;NA;NA;1;7;0;3;3;3;1;1;0
"49";72;"Young Pioneers (Malawi Congress Party)";"Malawi";553;"Africa";"The Young Pioneers were established in 1963 and became the paramilitary youth wing of the Malawi Congress Party  (Wikipedia). A news sources reports that in 1964 they became a legally approved paramilitary organisation. The date formed refers to the date of Malawi independence and the beginning of Banda’s rule.";"At the beginning, the Young Pioneers were to function as a national youth service program with a development agenda. Later its main purpose shifted towards consolidating and maintaining president Banda’s one-party state dictatorship, performing tasks such as espionage and oppression of dissidents. They were active as informants on possible critics in their workplaces (Wikipedia).";"In 1992, the Young Pioneers had 6,000 armed members and additionally 45,000 supporters that served as informants (Wikipedia).";"The Young Pioneers’ Commander in Chief was President Banda. They were the main security agents of Malawi (Wikipedia). Their paramilitary structure was approved by law in 1964.";"Members were followers of the “positive side” of Kamuzuism which saw President Banda as the fount of all wisdom always knowing what was best for the nation. (Wikipedia).";7000;"The Young Pioneers were a paramilitary political militia with powers to arrest (Amnesty 1993).";"whole country and esp. Lilongwe (Capital) and Blantyre (largest city)";"yr";1000;"In 1989, the Young Pioneers had training bases in each district of the country. The training was structured around the Kibbutz model of Israel and they received support from Israel Army instructors. The members were heavily armed (Wikipedia). A news source reports that they received military aid and training from South Africa.";"";"";"mo";"At the beginning, the Young Pioneers did not involve in political excesses. Over time they became a de-facto third security force that increasingly forced civilians to participate in their actions and demanded payments for Banda (Wikipedia). The Young Pioneers violently opposed pro-democracy activists by beating them and attacking their homes and property. They also hijacked a vehicle of Reverend Kaleso (Amnesty 1993). In another occasion, they shot more than 40 protesters. The government used violent rhetoric against opposition, which inspired Young Pioneers in their violent actions (Amnesty 1992).";0;"Amnesty International. 1992. “Malawi. March-July 1992: mass arrests of suspected government opponents.” AI Index AFR 36/37/92. September.

Amnesty International. 1993. “Malawi. Preserving the one-party state – human rights violations and the referendum.” AI Index AFR 36/22/93. 18 May.

Wikipedia. “Malawi Young Pioneers”. https://en.wikipedia.org/w/index.php?title=Malawi_Young_Pioneers&oldid=645158984";"The Young Pioneers were disarmed violently in 1993 in the military Operation “Bwezani” or “Give Back”, which aimed at seizing the arms the Young Pioneers had refused to give up (Wikipedia). Many members fled to Renamo-controlled Mozambique. The legal status of the Young Pioneers (MCP) was abolished in the beginning of 1994. After President Banda lost the presidential election, the linkage to government authority ceased to exist.";1993;1964-07-06;1964;7;6;1993-12-31;1993;12;31;1993;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;"";NA;"";NA;"";NA;"";NA;NA;NA;NA;2;2;2;2;1;1;2;1;1;1;6;0;3;3;3;1;1;0
"50";75;"Young Democrats (United Democratic Front)";"Malawi";553;"Africa";"The Young Democrats were formed at the height of Malawi's struggle for human rights and democratic reforms in 1993. They were a youth wing of various groupings rallying against dictator Kamuzu Banda’s regime. The date formed refers to the date when Muluzi won the elections with the United Democratic Front (UDF).";"The Young Democrats’ main purpose was to intimidate political opposition to the United Democratic Front with which the Young Democrats were aligned. The Young Democrats were regularly active against opposition members and critical journalists, fulfilling their purpose. The UDF allegedly commanded some of the attacks, but denies involvement.";"A news source of 2002 reports that the president’s advisor had assembled a group of between 1,000-3,000 militant members of the UDF for an action against journalists. There are no other estimates on the complete group size of the Young Democrats.";"The Young Democrats were allegedly led by UDF executive member Humphreys Mvula, though Mvula denies these allegations. On at least one occasion, the president’s advisor Dumbo Lemani assembled and led the group. The group operates from their homes and is organised in committees at national, regional, district and constituency levels, being present in all 193 constituencies. The ruling UDF party allegedly sponsors the Young Democrats’ political violence.";"";3000;"";"Lilongwe, Blantyre, Ndirande, Machinga, Liwonde, Chiradzulu, Mzuzu, Kasungu, Chinsapo, Mulanje, Chigwilizano, Ntchilichili, Salima";"dy";1000;"The Young Democrats have petrol, matches, pangas, knives and guns.";"United Democratic Front";"Presidential advisors";"dy";"The Young Democrats used violent actions (especially beatings) against opposition supporters, journalists and civilians. These actions were committed in the name of the president and the UDF; they ordered many of these actions. The police did not interfere in the Young Democrats’ actions.";0;"Information was taken from news sources listed in the PGMD.";"On February 5, 2005 President Bingu Mutharika, who previously was elected on May 20, 2004 as UDF candidate, left the party and created a new party (PPP). The UDF did not have a majority in parliament, and was not involved in the government anymore.";2005;1994-05-17;1994;5;17;2005-02-05;2005;2;5;2005;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;"";NA;"";NA;"";NA;"";NA;NA;NA;NA;1;1;2;2;1;1;2;3;1;1;6;0;3;3;3;1;1;0
"51";76;"The 'Bokkie' Crew";"Sierra Leone";451;"Africa";"The ‘Bokkie’ Crew is a group of mercenaries who flew a MI-17 helicopter and assisted ECOMOG and the Kabbah government in defending Freetown in 1999.";"The ‘Bokkie’ Crew resupplied soldiers and gave the Sierra Leonean army support from the air by flying an MI-17. They succeeded in turning RUF rebels away from Freetown.";"Reports suggest that a group of three were deployed to operate the MI-17 helicopter.";"As the group are hired mercenaries, they are bound by a contract.";"The group was hired and payed to provide their services.";NA;"";"Freetown, Bo";"yr";3;"As the group consisted of hired mercenaries, they did not receive weapons and training from the government. They provided support by flying an MI-17 helicopter.";"";"";"mo";"Between seven and nine people were killed when the ‘Bokkie’ Crew fired into the centre of a town. Evidently, the group did not intentionally target civilians but nevertheless accepted harming them while carrying out their task of fighting rebels.";1;"Information was taken from news sources listed in the PGMD";"The last report on the crew is in 2003. There is no evidence when or why they were disbanded.";2000;1998-07-26;1998;7;26;2006-12-01;2006;12;1;2006;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;"";NA;"";NA;"";NA;"";NA;NA;NA;NA;1;1;1;2;1;2;1;NA;NA;1;5;0;3;3;3;2;1;1
"52";84;"Jeshi la Mzee";"Kenya";501;"Africa";"Jeshi la Mzee started to exist as a PGM when it was sponsored and implemented by the state in May 1997.";"KANU, the ruling party at the time, deployed the group to break up opposition rallies, attack opposition leaders and their supporters as well as individuals opposed to government actions. In some instances, opposition protesters instead of attacking PGM members were arrested.";"no information";"Assistant Minister Fred Gumo is claimed to be the financier of the group.";"no information";NA;"The group is linked to pro-government KANU youth-wingers.";"Nairobi";"dy";NA;"The group is armed with whips.";"KANU (Kenyan African National Union)";"KANU Youth";"dy";"no information";0;"Information was taken from news sources listed in the PGMD";"In March 2002 the government outlawed Jeshi la Mzee together with 17 other groups. The group does not become a rebel group but continues to exist as an illicit vigilante group. Although Jeshi la Mzee seems mostly inactive, one source claims that they could easily be resurrected to fight.";2000;1997-05-03;1997;5;3;2002-03-09;2002;3;9;2002;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;"";NA;"";NA;"";NA;"";NA;NA;NA;NA;1;2;1;2;1;1;1;NA;NA;1;6;0;3;3;3;1;1;0
